household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID2985,I_8,I_8_AC_1,1,2,1,,999,0.0,14.0
ID2985,I_8,I_8_AC_2,1,2,1,,0,0.0,14.0
ID2985,I_9,I_9_AC_1,1,2,1,,999,0.0,14.0
ID2985,I_9,I_9_AC_2,1,2,1,,0,0.0,14.0
ID2985,I_10,I_10_AC_1,1,2,1,,999,0.0,14.0
ID2985,I_10,I_10_AC_2,1,2,1,,0,0.0,14.0
ID2985,I_Oth_1,I_Oth_1_AC_1,6,1,1,,0,0.0,0.0
ID2985,I_Oth_1,I_Oth_1_AC_2,1,2,1,,0,0.0,0.0
ID2985,I_Oth_2,I_Oth_2_AC_1,1,2,1,,0,0.0,0.0
ID2985,I_Oth_2,I_Oth_2_AC_2,1,2,1,,0,0.0,0.0
ID2985,I_Oth_3,I_Oth_3_AC_1,1,2,1,,0,0.0,0.0
ID2985,I_Oth_3,I_Oth_3_AC_2,1,2,1,,0,0.0,0.0
ID2994,I_3,I_3_AC_1,3,1,1,,9000,0.0,14.0
ID2998,I_3,I_3_AC_1,3,2,1,,12000,0.0,1.5
ID2998,I_4,I_4_AC_1,3,1,1,,16000,7.0,14.0
ID2999,I_4,I_4_AC_1,3,1,1,,12000,5.0,0.0
ID3007,I_3,I_3_AC_1,3,1,1,,999,28.0,56.0
ID3009,I_4,I_4_AC_1,4,2,1,,9000,0.0,3.5
ID3016,I_2,I_2_AC_1,3,1,1,,1000,10.0,63.0
ID3016,I_3,I_3_AC_1,3,1,1,,1000,0.0,0.0
ID3016,I_4,I_4_AC_1,3,1,1,,1000,0.0,0.0
ID3028,I_4,I_4_AC_1,3,2,1,,999,0.0,0.0
ID3030,I_2,I_2_AC_1,4,2,1,,13000,0.0,0.0
ID3030,I_3,I_3_AC_1,4,2,1,,9000,0.0,0.0
ID3031,I_2,I_2_AC_1,3,1,1,,999,0.0,77.0
ID3032,I_5,I_5_AC_1,4,1,1,,1000,49.0,98.0
ID3032,I_6,I_6_AC_1,4,1,1,,1000,21.0,98.0
ID3041,I_2,I_2_AC_1,3,1,1,,2400,0.0,21.0
ID3043,I_3,I_3_AC_1,4,1,2,,999,0.0,0.0
ID3059,I_4,I_4_AC_1,3,2,1,,12000,0.0,28.0
ID3063,I_3,I_3_AC_1,1,1,1,,999,0.0,7.0
ID3063,I_6,I_6_AC_1,1,1,1,,999,0.0,0.0
ID3068,I_3,I_3_AC_1,3,1,1,,13000,70.0,98.0
ID3068,I_4,I_4_AC_1,3,1,1,,9000,14.0,0.0
ID3073,I_2,I_2_AC_1,3,2,1,,12000,7.0,0.0
ID3074,I_2,I_2_AC_1,3,1,3,,999,0.0,28.0
ID3075,I_2,I_2_AC_1,3,1,1,,12000,14.0,56.0
ID3094,I_2,I_2_AC_1,1,2,1,,12000,0.0,49.0
ID3098,I_2,I_2_AC_1,3,1,1,,12000,0.0,44.1
ID3098,I_3,I_3_AC_1,3,2,1,,12000,0.0,0.0
ID3103,I_4,I_4_AC_1,4,1,1,,999,0.0,90.0
ID3103,I_5,I_5_AC_1,3,1,2,,999,0.0,10.0
ID3103,I_6,I_6_AC_1,3,1,2,,999,0.0,50.0
ID3113,I_2,I_2_AC_1,3,1,1,,18000,0.0,0.0
ID3113,I_11,I_11_AC_1,3,1,1,,12000,0.0,0.0
ID3113,I_12,I_12_AC_1,3,1,1,,24000,0.0,30.0
ID3117,I_2,I_2_AC_1,2,1,1,,999,0.0,3.05
ID3121,I_13,I_13_AC_1,3,1,1,,999,0.0,14.0
ID3121,I_14,I_14_AC_1,3,1,1,,999,0.0,0.0
ID3121,I_15,I_15_AC_1,3,1,1,,999,0.0,0.0
ID3137,I_2,I_2_AC_1,1,2,1,,2000,0.0,98.0
ID3140,I_2,I_2_AC_1,1,2,1,,999,0.0,2.0
ID3148,I_2,I_2_AC_1,4,1,1,,1000,0.0,0.0
ID3148,I_3,I_3_AC_1,4,1,1,,9000,0.0,0.0
ID3148,I_11,I_11_AC_1,4,1,1,,8000,0.0,0.0
ID3148,I_12,I_12_AC_1,4,1,1,,20000,0.0,0.0
ID3148,I_13,I_13_AC_1,4,1,1,,90000,3.0,0.0
ID3151,I_2,I_2_AC_1,4,1,1,,999,0.0,0.0
ID3163,I_2,I_2_AC_1,3,1,1,,1000,0.0,21.0
ID3175,I_2,I_2_AC_1,3,1,1,,999,0.0,56.0
ID3175,I_3,I_3_AC_1,3,1,1,,999,14.0,28.0
ID3178,I_1,I_1_AC_1,5,2,1,,999,0.0,5.0
ID3179,I_9,I_9_AC_1,4,1,1,,999,0.0,28.0
ID3192,I_1,I_1_AC_1,1,1,1,,8000,0.0,14.0
ID3192,I_2,I_2_AC_1,1,1,2,,1000,0.0,21.0
ID3192,I_3,I_3_AC_1,1,1,2,,1000,0.0,28.0
ID3192,I_4,I_4_AC_1,1,1,2,,1000,0.0,28.0
ID3192,I_5,I_5_AC_1,1,1,2,,1000,0.0,28.0
ID3192,I_7,I_7_AC_1,1,1,2,,18000,0.0,7.0
ID3200,I_2,I_2_AC_1,3,1,1,,999,0.0,0.0
ID3200,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3203,I_1,I_1_AC_1,3,1,1,,8000,42.0,0.0
ID3203,I_2,I_2_AC_1,3,1,1,,2000,7.0,0.0
ID3203,I_11,I_11_AC_1,3,1,1,,2000,0.0,0.0
ID3222,I_1,I_1_AC_1,3,2,1,,999,0.0,0.0
ID3222,I_2,I_2_AC_1,3,2,1,,18000,0.0,0.0
ID3222,I_3,I_3_AC_1,3,2,1,,12000,0.0,0.0
ID3222,I_4,I_4_AC_1,3,2,1,,12000,0.0,42.0
ID3222,I_5,I_5_AC_1,3,2,1,,12000,0.0,28.0
ID3222,I_6,I_6_AC_1,3,2,1,,12000,0.0,0.0
ID3237,I_7,I_7_AC_1,4,1,1,,999,0.0,7.0
ID3237,I_8,I_8_AC_1,4,1,1,,999,0.0,14.0
ID3237,I_10,I_10_AC_1,4,1,1,,999,0.0,0.0
ID3238,I_3,I_3_AC_1,4,2,1,,999,0.0,0.0
ID3238,I_4,I_4_AC_1,4,2,1,,999,14.0,14.0
ID3240,I_7,I_7_AC_1,3,1,1,,999,24.0,56.0
ID3242,I_10,I_10_AC_1,3,1,1,,1000,3.5,42.0
ID3247,I_4,I_4_AC_1,3,2,1,,999,0.0,0.0
ID3250,I_2,I_2_AC_1,1,1,2,,1000,0.0,7.0
ID3250,I_3,I_3_AC_1,1,1,2,,1000,0.0,7.0
ID3253,I_3,I_3_AC_1,3,1,1,,1000,0.0,0.0
ID3253,I_11,I_11_AC_1,3,1,1,,20000,0.0,70.0
ID3258,I_6,I_6_AC_1,3,2,1,,999,3.0,42.0
ID3263,I_2,I_2_AC_1,1,1,1,,999,0.0,63.0
ID3266,I_5,I_5_AC_1,3,1,1,,999,0.0,63.0
ID3267,I_3,I_3_AC_1,3,1,1,,12000,21.0,56.0
ID3267,I_4,I_4_AC_1,3,1,1,,12000,14.0,70.0
ID3267,I_5,I_5_AC_1,3,1,1,,12000,0.0,0.0
ID3267,I_6,I_6_AC_1,3,1,1,,12000,0.0,3.0
ID3268,I_3,I_3_AC_1,3,2,1,,999,0.0,0.0
ID3269,I_3,I_3_AC_1,3,2,1,,12000,0.0,0.0
ID3278,I_3,I_3_AC_1,4,1,1,,12000,0.0,7.0
ID3279,I_3,I_3_AC_1,3,1,1,,12000,0.0,0.0
ID3279,I_4,I_4_AC_1,3,1,1,,1200,7.0,0.0
ID3279,I_5,I_5_AC_1,3,1,1,,1200,0.0,0.0
ID3279,I_6,I_6_AC_1,3,1,1,,1200,0.0,0.0
ID3281,I_3,I_3_AC_1,3,1,1,,999,0.0,7.0
ID3282,I_3,I_3_AC_1,3,2,2,,24000,0.0,0.0
ID3284,I_2,I_2_AC_1,4,1,3,,18000,7.0,3.5
ID3311,I_2,I_2_AC_1,3,1,1,,999,0.0,0.0
ID3311,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3311,I_5,I_5_AC_1,3,1,1,,999,0.0,0.0
ID3315,I_2,I_2_AC_1,1,1,2,,999,0.0,60.0
ID3316,I_2,I_2_AC_1,4,2,2,,999,0.0,0.0
ID3321,I_4,I_4_AC_1,1,2,1,,1000,0.0,14.0
ID3321,I_5,I_5_AC_1,1,2,1,,1000,0.0,2.0
ID3323,I_2,I_2_AC_1,3,2,2,,999,0.0,1.0
ID3332,I_2,I_2_AC_1,3,1,1,,9000,0.0,0.0
ID3339,I_4,I_4_AC_1,3,1,1,,999,14.0,56.0
ID3344,I_2,I_2_AC_1,3,1,1,,999,0.0,7.0
ID3356,I_3,I_3_AC_1,4,1,1,,999,0.0,8.0
ID3363,I_2,I_2_AC_1,4,1,1,,999,0.0,10.3
ID3366,I_2,I_2_AC_1,3,2,1,,1000,0.0,0.0
ID3366,I_4,I_4_AC_1,3,2,1,,1000,0.0,17.0
ID3375,I_3,I_3_AC_1,3,2,1,,999,12.0,2.0
ID3376,I_2,I_2_AC_1,3,1,1,,12000,0.0,28.0
ID3376,I_3,I_3_AC_1,3,1,1,,12000,0.0,38.5
ID3376,I_18,I_18_AC_1,3,1,1,,18000,0.0,38.5
ID3387,I_2,I_2_AC_1,3,1,1,,12000,0.0,14.0
ID3387,I_3,I_3_AC_1,3,1,1,,12000,0.0,21.0
ID3389,I_2,I_2_AC_1,3,2,1,,1000,0.0,6.0
ID3389,I_12,I_12_AC_1,3,2,1,,1000,0.0,0.0
ID3395,I_3,I_3_AC_1,1,1,1,,12000,0.0,35.0
ID3395,I_4,I_4_AC_1,1,1,1,,12000,0.0,35.0
ID3395,I_5,I_5_AC_1,1,1,1,,12000,0.0,14.0
ID3399,I_10,I_10_AC_1,3,1,1,,12000,0.0,7.0
ID3399,I_11,I_11_AC_1,3,1,1,,12000,4.0,14.0
ID3411,I_8,I_8_AC_1,3,1,1,,999,14.0,28.0
ID3411,I_9,I_9_AC_1,3,1,1,,999,0.0,0.0
ID3411,I_10,I_10_AC_1,3,1,1,,999,0.0,0.0
ID3411,I_11,I_11_AC_1,3,1,1,,999,0.0,0.0
ID3411,I_12,I_12_AC_1,3,1,1,,999,0.0,0.0
ID3411,I_13,I_13_AC_1,3,1,1,,999,14.0,14.0
ID3413,I_2,I_2_AC_1,3,1,1,,999,0.0,28.0
ID3419,I_2,I_2_AC_1,3,1,1,,1000,0.0,0.0
ID3419,I_3,I_3_AC_1,3,1,1,,1000,0.0,0.0
ID3430,I_1,I_1_AC_1,4,2,1,,2400,0.0,0.0
ID3430,I_3,I_3_AC_1,3,1,1,,8000,0.0,0.0
ID3430,I_4,I_4_AC_1,1,2,1,,9000,0.0,0.0
ID3430,I_5,I_5_AC_1,3,2,1,,8000,0.0,0.0
ID3430,I_6,I_6_AC_1,3,2,1,,8000,1.0,1.0
ID3432,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3432,I_6,I_6_AC_1,3,1,1,,999,0.0,0.0
ID3433,I_2,I_2_AC_1,4,2,1,,9000,0.0,0.0
ID3433,I_3,I_3_AC_1,4,2,1,,9000,0.0,70.5
ID3435,I_2,I_2_AC_1,3,1,1,,12000,0.0,0.25
ID3435,I_3,I_3_AC_1,3,1,1,,12000,0.0,0.0
ID3439,I_2,I_2_AC_1,4,1,1,,999,0.0,35.0
ID3441,I_3,I_3_AC_1,3,1,1,,15000,0.0,56.0
ID3441,I_4,I_4_AC_1,3,1,1,,15000,0.0,56.0
ID3445,I_2,I_2_AC_1,4,2,1,,999,0.0,21.0
ID3446,I_2,I_2_AC_1,3,1,2,,12000,0.0,0.0
ID3446,I_3,I_3_AC_1,3,1,2,,12000,0.0,0.0
ID3454,I_3,I_3_AC_1,3,2,1,,999,0.0,14.0
ID3454,I_5,I_5_AC_1,3,2,1,,999,0.0,65.0
ID3459,I_2,I_2_AC_1,4,2,1,,999,0.0,0.0
ID3463,I_2,I_2_AC_1,3,1,1,,9000,0.0,84.0
ID3471,I_2,I_2_AC_1,3,1,1,,999,0.0,24.0
ID3474,I_3,I_3_AC_1,3,2,1,,12000,0.0,28.0
ID3475,I_2,I_2_AC_1,3,1,1,,18000,0.0,35.0
ID3475,I_11,I_11_AC_1,3,1,1,,18000,0.0,0.0
ID3475,I_12,I_12_AC_1,3,1,1,,18000,0.0,35.0
ID3476,I_3,I_3_AC_1,3,2,1,,9000,0.0,0.0
ID3479,I_1,I_1_AC_1,1,1,1,,999,0.0,0.0
ID3479,I_2,I_2_AC_1,1,1,1,,999,0.0,98.0
ID3479,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3479,I_4,I_4_AC_1,1,1,1,,999,0.0,98.0
ID3486,I_2,I_2_AC_1,3,1,1,,999,0.0,0.0
ID3487,I_2,I_2_AC_1,3,1,1,,12000,0.0,21.0
ID3519,I_2,I_2_AC_1,1,1,1,,999,0.0,0.0
ID3519,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3519,I_4,I_4_AC_1,1,1,1,,999,0.0,0.0
ID3520,I_2,I_2_AC_1,3,2,1,,999,0.0,3.5
ID3521,I_3,I_3_AC_1,3,1,1,,12000,0.0,35.0
ID3527,I_1,I_1_AC_1,3,1,1,,999,14.0,0.0
ID3527,I_2,I_2_AC_1,3,1,1,,999,0.0,49.0
ID3527,I_3,I_3_AC_1,3,1,1,,999,0.0,49.0
ID3551,I_2,I_2_AC_1,3,1,1,,999,0.0,56.0
ID3551,I_8,I_8_AC_1,3,1,1,,999,0.0,56.0
ID3555,I_2,I_2_AC_1,3,1,1,,1000,7.0,1.0
ID3555,I_3,I_3_AC_1,3,1,1,,1000,0.0,7.0
ID3559,I_2,I_2_AC_1,1,1,1,,999,14.0,14.0
ID3565,I_4,I_4_AC_1,1,1,1,,999,0.0,0.0
ID3566,I_3,I_3_AC_1,3,2,2,,999,0.0,0.0
ID3574,I_10,I_10_AC_1,1,2,1,,999,0.0,84.0
ID3574,I_12,I_12_AC_1,1,2,1,,999,0.0,0.0
ID3585,I_2,I_2_AC_1,1,1,1,,999,0.0,7.0
ID3585,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3585,I_4,I_4_AC_1,1,1,1,,999,0.0,0.0
ID3591,I_3,I_3_AC_1,4,1,1,,999,0.0,28.0
ID3601,I_4,I_4_AC_1,1,2,1,,999,0.0,14.0
ID3607,I_2,I_2_AC_1,1,2,1,,999,0.0,0.0
ID3607,I_3,I_3_AC_1,2,2,3,,999,0.0,0.0
ID3608,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3615,I_2,I_2_AC_1,1,2,1,,999,0.0,0.0
ID3618,I_2,I_2_AC_1,4,2,1,,999,0.0,3.0
ID3622,I_3,I_3_AC_1,3,1,1,,999,0.0,50.0
ID3623,I_3,I_3_AC_1,3,1,1,,12000,0.0,70.0
ID3623,I_3,I_3_AC_2,3,1,1,,12000,0.0,70.0
ID3624,I_1,I_1_AC_1,3,1,1,,999,0.0,0.0
ID3624,I_2,I_2_AC_1,3,1,1,,999,0.0,0.0
ID3624,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3624,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3624,I_5,I_5_AC_1,3,1,1,,1000,0.0,0.0
ID3625,I_3,I_3_AC_1,3,2,2,,18000,0.0,21.0
ID3625,I_4,I_4_AC_1,3,1,2,,12000,0.0,28.0
ID3632,I_2,I_2_AC_1,4,1,1,,1000,0.0,0.0
ID3632,I_3,I_3_AC_1,4,1,1,,1000,21.0,14.0
ID3632,I_4,I_4_AC_1,4,1,1,,1000,0.0,7.0
ID3633,I_4,I_4_AC_1,3,1,1,,999,14.0,56.0
ID3633,I_5,I_5_AC_1,3,1,1,,999,14.0,56.0
ID3633,I_6,I_6_AC_1,3,1,1,,999,14.0,56.0
ID3633,I_7,I_7_AC_1,3,1,1,,999,28.0,56.0
ID3640,I_2,I_2_AC_1,1,1,1,,999,0.0,0.0
ID3645,I_2,I_2_AC_1,1,1,1,,999,0.0,5.0
ID3645,I_3,I_3_AC_1,1,1,1,,999,0.0,56.0
ID3647,I_3,I_3_AC_1,3,1,1,,999,0.0,56.0
ID3647,I_4,I_4_AC_1,3,1,1,,999,0.0,56.0
ID3647,I_5,I_5_AC_1,3,1,1,,999,0.0,56.0
ID3652,I_6,I_6_AC_1,3,1,2,,999,0.0,0.0
ID3655,I_9,I_9_AC_1,3,1,1,,999,14.0,14.0
ID3655,I_10,I_10_AC_1,3,1,1,,999,14.0,28.0
ID3658,I_3,I_3_AC_1,1,2,1,,12000,0.0,7.0
ID3660,I_7,I_7_AC_1,3,1,1,,999,14.0,0.0
ID3662,I_3,I_3_AC_1,3,1,1,,999,0.0,21.0
ID3662,I_4,I_4_AC_1,3,1,1,,999,0.0,28.0
ID3662,I_13,I_13_AC_1,3,1,1,,999,28.0,56.0
ID3662,I_14,I_14_AC_1,3,1,1,,999,0.0,28.0
ID3668,I_2,I_2_AC_1,4,1,1,,1000,0.0,42.0
ID3672,I_1,I_1_AC_1,5,1,3,,1000,0.0,14.0
ID3689,I_2,I_2_AC_1,3,2,1,,999,0.0,0.0
ID3705,I_3,I_3_AC_1,1,1,1,,9000,0.0,21.0
ID3718,I_3,I_3_AC_1,3,1,2,,999,0.0,0.0
ID3720,I_7,I_7_AC_1,4,1,1,,5000,0.0,14.0
ID3724,I_1,I_1_AC_1,3,2,1,,999,0.0,0.0
ID3725,I_2,I_2_AC_1,1,2,1,,999,0.0,0.0
ID3725,I_4,I_4_AC_1,1,2,1,,999,0.0,0.0
ID3726,I_2,I_2_AC_1,4,1,1,,5000,0.0,1.0
ID3728,I_4,I_4_AC_1,1,1,1,,12000,35.0,21.0
ID3728,I_6,I_6_AC_1,1,1,1,,12000,28.0,21.0
ID3728,I_7,I_7_AC_1,1,1,1,,12000,0.0,0.0
ID3733,I_2,I_2_AC_1,3,1,1,,10000,0.0,27.0
ID3733,I_13,I_13_AC_1,3,1,1,,100000,8.0,24.0
ID3733,I_14,I_14_AC_1,3,1,1,,10000,0.0,30.0
ID3733,I_15,I_15_AC_1,3,1,1,,100000,0.0,30.0
ID3736,I_2,I_2_AC_1,3,2,1,,1000,0.0,0.0
ID3736,I_4,I_4_AC_1,3,2,1,,999,0.0,70.0
ID3737,I_4,I_4_AC_1,1,2,1,,18000,0.0,63.0
ID3737,I_5,I_5_AC_1,1,2,1,,12000,0.0,63.0
ID3737,I_6,I_6_AC_1,1,2,1,,12000,0.0,56.0
ID3752,I_2,I_2_AC_1,3,1,1,,999,6.0,28.0
ID3754,I_4,I_4_AC_1,1,2,1,,999,0.0,0.0
ID3756,I_2,I_2_AC_1,3,1,1,,8000,0.0,14.0
ID3756,I_3,I_3_AC_1,3,1,1,,8000,0.0,0.0
ID3756,I_4,I_4_AC_1,3,1,1,,8000,0.0,0.0
ID3760,I_3,I_3_AC_1,4,1,1,,9000,0.0,0.0
ID3761,I_2,I_2_AC_1,1,1,1,,12000,0.0,0.0
ID3761,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3762,I_2,I_2_AC_1,1,1,1,,999,8.0,35.0
ID3762,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3770,I_4,I_4_AC_1,1,1,2,,999,0.0,28.0
ID3774,I_1,I_1_AC_1,1,1,1,,1000,3.5,3.5
ID3774,I_1,I_1_AC_2,1,1,1,,40000,3.5,3.58
ID3774,I_1,I_1_AC_3,1,1,1,,40000,3.5,3.5
ID3774,I_2,I_2_AC_1,1,1,1,,18000,7.0,42.0
ID3774,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3774,I_4,I_4_AC_1,1,1,1,,14000,0.0,0.0
ID3780,I_2,I_2_AC_1,3,1,2,,12000,9.0,3.0
ID3780,I_3,I_3_AC_1,3,1,2,,12000,0.0,0.0
ID3783,I_2,I_2_AC_1,1,1,1,,1000,8.0,81.0
ID3786,I_Oth_1,I_Oth_1_AC_1,4,2,1,,0,0.0,14.0
ID3787,I_2,I_2_AC_1,3,1,1,,999,0.0,8.0
ID3787,I_3,I_3_AC_1,3,1,1,,999,0.0,6.3
ID3787,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3791,I_2,I_2_AC_1,3,2,1,,999,0.0,7.0
ID3792,I_6,I_6_AC_1,3,2,1,,1000,0.0,7.0
ID3794,I_2,I_2_AC_1,3,2,1,,999,0.0,7.0
ID3806,I_2,I_2_AC_1,3,1,2,,12000,6.0,63.0
ID3806,I_3,I_3_AC_1,3,2,2,,12000,0.0,63.0
ID3820,I_3,I_3_AC_1,3,2,1,,12000,0.0,0.0
ID3822,I_2,I_2_AC_1,3,1,1,,9000,0.0,14.0
ID3850,I_3,I_3_AC_1,4,1,1,,12000,0.0,0.0
ID3867,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3881,I_3,I_3_AC_1,1,1,1,,999,0.0,3.5
ID3893,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3905,I_1,I_1_AC_1,6,2,1,,999,0.0,0.0
ID3905,I_2,I_2_AC_1,4,1,1,,1000,7.0,7.0
ID3905,I_3,I_3_AC_1,4,1,1,,1000,4.0,7.0
ID3905,I_4,I_4_AC_1,4,1,1,,1000,7.0,7.0
ID3910,I_2,I_2_AC_1,3,2,1,,12000,0.0,10.0
ID3910,I_3,I_3_AC_1,3,1,1,,12000,0.0,56.0
ID3910,I_13,I_13_AC_1,3,2,3,,12000,0.0,4.0
ID3910,I_14,I_14_AC_1,3,1,1,,12000,0.0,21.0
ID3910,I_15,I_15_AC_1,3,1,1,,12000,0.0,0.0
ID3943,I_2,I_2_AC_1,1,2,2,,999,0.0,0.0
ID3950,I_1,I_1_AC_1,4,2,1,,1000,0.0,2.0
ID4015,I_2,I_2_AC_1,4,1,1,,999,0.0,0.0
ID4026,I_2,I_2_AC_1,4,1,1,,999,0.0,2.0
ID4053,I_2,I_2_AC_1,4,2,1,,1000,7.0,7.0
ID4055,I_4,I_4_AC_1,4,1,1,,1000,0.0,0.0
